W0426 23:28:35.317000 552003 torch/distributed/run.py:803] 
W0426 23:28:35.317000 552003 torch/distributed/run.py:803] *****************************************
W0426 23:28:35.317000 552003 torch/distributed/run.py:803] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0426 23:28:35.317000 552003 torch/distributed/run.py:803] *****************************************
[W426 23:28:46.409025981 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.409415920 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.410824384 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.411505168 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.411673055 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.411740194 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.411813603 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
[W426 23:28:46.412504142 Utils.hpp:137] Warning: Environment variable TORCH_NCCL_TRACE_BUFFER_SIZE is deprecated; use TORCH_FR_BUFFER_SIZE instead (function operator())
Hyperparameters:
  adam_eps: 1e-08
bump_layer_stats step:2199 frac:0.361871 phase:pre layer:7 looped:0 grad_norm:4.43345158e-02 param_norm:1.39190017e+02 grad_param_ratio:3.18517928e-04
bump_layer_stats step:2199 frac:0.361871 phase:pre layer:8 looped:0 grad_norm:3.98943766e-02 param_norm:1.41199168e+02 grad_param_ratio:2.82539744e-04
bump_layer_stats step:2199 frac:0.361871 phase:pre layer:9 looped:0 grad_norm:3.71231631e-02 param_norm:1.40530707e+02 grad_param_ratio:2.64164067e-04
bump_layer_stats step:2199 frac:0.361871 phase:pre layer:10 looped:0 grad_norm:5.82545417e-02 param_norm:1.36818117e+02 grad_param_ratio:4.25780905e-04
layer_loop:enabled step:2200 frac:0.362 trigger:step p_loop:1.000000 encoder:[0, 1, 2, 3, 4, 5, 3, 4] decoder:[5, 3, 4, 5, 6, 7, 8, 9, 10]
bump_probe step:2200 frac:0.362045 phase:post_early loop_active:1 loss:2.77359755 bpb:1.27616092 eval_time:156ms
bump_counterfactual step:2200 frac:0.362045 phase:post_early p_loop:1.000000 policy_loss:2.77359755 policy_bpb:1.27616092 loop_off_loss:2.58245997 loop_off_bpb:1.18821654 loop_on_loss:2.77359755 loop_on_bpb:1.27616092 delta_loss:0.19113758 delta_bpb:0.08794438
bump_layer_stats step:2200 frac:0.362045 phase:post_early layer:0 looped:0 grad_norm:8.77787502e-02 param_norm:1.35498751e+02 grad_param_ratio:6.47819625e-04
bump_layer_stats step:2200 frac:0.362045 phase:post_early layer:1 looped:0 grad_norm:7.45236590e-02 param_norm:1.35439256e+02 grad_param_ratio:5.50236773e-04
bump_layer_stats step:2200 frac:0.362045 phase:post_early layer:2 looped:0 grad_norm:6.09471942e-02 param_norm:1.38038223e+02 grad_param_ratio:4.41524042e-04
bump_layer_stats step:2200 frac:0.362045 phase:post_early layer:3 looped:1 grad_norm:6.22900072e-02 param_norm:1.35176350e+02 grad_param_ratio:4.60805513e-04
bump_layer_stats step:2200 frac:0.362045 phase:post_early layer:4 looped:1 grad_norm:6.37159930e-02 param_norm:1.36551531e+02 grad_param_ratio:4.66607680e-04
bump_layer_stats step:2200 frac:0.362045 phase:post_early layer:5 looped:1 grad_norm:4.64457326e-02 param_norm:1.36257820e+02 grad_param_ratio:3.40866547e-04
bump_layer_stats step:2200 frac:0.362045 phase:post_early layer:6 looped:0 grad_norm:7.97674552e-02 param_norm:1.38329100e+02 grad_param_ratio:5.76649853e-04
bump_layer_stats step:2200 frac:0.362045 phase:post_early layer:7 looped:0 grad_norm:6.64312078e-02 param_norm:1.39192598e+02 grad_param_ratio:4.77261066e-04
bump_layer_stats step:2200 frac:0.362045 phase:post_early layer:8 looped:0 grad_norm:7.17270926e-02 param_norm:1.41196263e+02 grad_param_ratio:5.07995686e-04
bump_layer_stats step:2200 frac:0.362045 phase:post_early layer:9 looped:0 grad_norm:6.52358411e-02 param_norm:1.40528153e+02 grad_param_ratio:4.64219017e-04
bump_layer_stats step:2200 frac:0.362045 phase:post_early layer:10 looped:0 grad_norm:1.02667960e-01 param_norm:1.36804025e+02 grad_param_ratio:7.50474706e-04
bump_probe step:2201 frac:0.362299 phase:post_early loop_active:1 loss:2.68331497 bpb:1.23462097 eval_time:156ms
bump_counterfactual step:2201 frac:0.362299 phase:post_early p_loop:1.000000 policy_loss:2.68331497 policy_bpb:1.23462097 loop_off_loss:2.61512287 loop_off_bpb:1.20324508 loop_on_loss:2.68331497 loop_on_bpb:1.23462097 delta_loss:0.06819210 delta_bpb:0.03137589
bump_layer_stats step:2201 frac:0.362299 phase:post_early layer:0 looped:0 grad_norm:6.99955526e-02 param_norm:1.35439214e+02 grad_param_ratio:5.16804186e-04
bump_layer_stats step:2201 frac:0.362299 phase:post_early layer:1 looped:0 grad_norm:5.99793272e-02 param_norm:1.35387433e+02 grad_param_ratio:4.43019901e-04
bump_layer_stats step:2201 frac:0.362299 phase:post_early layer:2 looped:0 grad_norm:5.34890914e-02 param_norm:1.38010657e+02 grad_param_ratio:3.87572183e-04
bump_layer_stats step:2201 frac:0.362299 phase:post_early layer:3 looped:1 grad_norm:4.74269940e-02 param_norm:1.35167914e+02 grad_param_ratio:3.50874646e-04
bump_layer_stats step:2201 frac:0.362299 phase:post_early layer:4 looped:1 grad_norm:5.30742779e-02 param_norm:1.36557391e+02 grad_param_ratio:3.88659139e-04
bump_layer_stats step:2201 frac:0.362299 phase:post_early layer:5 looped:1 grad_norm:4.15282311e-02 param_norm:1.36329375e+02 grad_param_ratio:3.04616896e-04
bump_layer_stats step:2201 frac:0.362299 phase:post_early layer:6 looped:0 grad_norm:6.63983860e-02 param_norm:1.38333322e+02 grad_param_ratio:4.79988372e-04
bump_layer_stats step:2201 frac:0.362299 phase:post_early layer:7 looped:0 grad_norm:5.99501310e-02 param_norm:1.39144004e+02 grad_param_ratio:4.30849547e-04
bump_layer_stats step:2201 frac:0.362299 phase:post_early layer:8 looped:0 grad_norm:6.32485367e-02 param_norm:1.41169406e+02 grad_param_ratio:4.48032889e-04
bump_layer_stats step:2201 frac:0.362299 phase:post_early layer:9 looped:0 grad_norm:6.69147426e-02 param_norm:1.40480095e+02 grad_param_ratio:4.76328995e-04
bump_layer_stats step:2201 frac:0.362299 phase:post_early layer:10 looped:0 grad_norm:1.02305642e-01 param_norm:1.36773191e+02 grad_param_ratio:7.47994845e-04
bump_probe step:2202 frac:0.362545 phase:post_early loop_active:1 loss:2.65253396 bpb:1.22045831 eval_time:156ms
bump_counterfactual step:2202 frac:0.362545 phase:post_early p_loop:1.000000 policy_loss:2.65253396 policy_bpb:1.22045831 loop_off_loss:2.63979852 loop_off_bpb:1.21459860 loop_on_loss:2.65253396 loop_on_bpb:1.22045831 delta_loss:0.01273545 delta_bpb:0.00585971
bump_layer_stats step:2202 frac:0.362545 phase:post_early layer:0 looped:0 grad_norm:6.60923649e-02 param_norm:1.35366771e+02 grad_param_ratio:4.88246595e-04
bump_layer_stats step:2202 frac:0.362545 phase:post_early layer:1 looped:0 grad_norm:6.28548846e-02 param_norm:1.35317633e+02 grad_param_ratio:4.64498848e-04
bump_layer_stats step:2202 frac:0.362545 phase:post_early layer:2 looped:0 grad_norm:5.68478460e-02 param_norm:1.37958291e+02 grad_param_ratio:4.12065456e-04
bump_layer_stats step:2202 frac:0.362545 phase:post_early layer:3 looped:1 grad_norm:5.07057683e-02 param_norm:1.35155724e+02 grad_param_ratio:3.75165526e-04
bump_layer_stats step:2202 frac:0.362545 phase:post_early layer:4 looped:1 grad_norm:5.56344703e-02 param_norm:1.36551966e+02 grad_param_ratio:4.07423431e-04
bump_layer_stats step:2202 frac:0.362545 phase:post_early layer:5 looped:1 grad_norm:4.03429279e-02 param_norm:1.36428617e+02 grad_param_ratio:2.95707227e-04
bump_layer_stats step:2202 frac:0.362545 phase:post_early layer:6 looped:0 grad_norm:5.96358994e-02 param_norm:1.38302879e+02 grad_param_ratio:4.31197816e-04
bump_layer_stats step:2202 frac:0.362545 phase:post_early layer:7 looped:0 grad_norm:5.84553768e-02 param_norm:1.39070637e+02 grad_param_ratio:4.20328675e-04
bump_layer_stats step:2202 frac:0.362545 phase:post_early layer:8 looped:0 grad_norm:5.69682361e-02 param_norm:1.41133790e+02 grad_param_ratio:4.03647036e-04
bump_layer_stats step:2202 frac:0.362545 phase:post_early layer:9 looped:0 grad_norm:4.88101115e-02 param_norm:1.40440223e+02 grad_param_ratio:3.47550798e-04
bump_layer_stats step:2202 frac:0.362545 phase:post_early layer:10 looped:0 grad_norm:7.55123819e-02 param_norm:1.36760196e+02 grad_param_ratio:5.52151752e-04
bump_probe step:2203 frac:0.362796 phase:post_early loop_active:1 loss:2.63961351 bpb:1.21451347 eval_time:159ms
bump_counterfactual step:2203 frac:0.362796 phase:post_early p_loop:1.000000 policy_loss:2.63961351 policy_bpb:1.21451347 loop_off_loss:2.65267612 loop_off_bpb:1.22052372 loop_on_loss:2.63961351 loop_on_bpb:1.21451347 delta_loss:-0.01306261 delta_bpb:-0.00601024
bump_layer_stats step:2203 frac:0.362796 phase:post_early layer:0 looped:0 grad_norm:6.23448109e-02 param_norm:1.35290434e+02 grad_param_ratio:4.60822020e-04
bump_layer_stats step:2203 frac:0.362796 phase:post_early layer:1 looped:0 grad_norm:5.84298265e-02 param_norm:1.35240604e+02 grad_param_ratio:4.32043520e-04
bump_layer_stats step:2203 frac:0.362796 phase:post_early layer:2 looped:0 grad_norm:4.77850906e-02 param_norm:1.37903550e+02 grad_param_ratio:3.46510952e-04
bump_layer_stats step:2203 frac:0.362796 phase:post_early layer:3 looped:1 grad_norm:4.37837674e-02 param_norm:1.35147434e+02 grad_param_ratio:3.23970394e-04
bump_layer_stats step:2203 frac:0.362796 phase:post_early layer:4 looped:1 grad_norm:4.45015169e-02 param_norm:1.36537059e+02 grad_param_ratio:3.25929951e-04
bump_layer_stats step:2203 frac:0.362796 phase:post_early layer:5 looped:1 grad_norm:3.59454716e-02 param_norm:1.36531763e+02 grad_param_ratio:2.63275526e-04
bump_layer_stats step:2203 frac:0.362796 phase:post_early layer:6 looped:0 grad_norm:4.86827417e-02 param_norm:1.38278884e+02 grad_param_ratio:3.52062009e-04
bump_layer_stats step:2203 frac:0.362796 phase:post_early layer:7 looped:0 grad_norm:5.01278030e-02 param_norm:1.38995592e+02 grad_param_ratio:3.60643113e-04
bump_layer_stats step:2203 frac:0.362796 phase:post_early layer:8 looped:0 grad_norm:5.19169260e-02 param_norm:1.41103933e+02 grad_param_ratio:3.67933939e-04
bump_layer_stats step:2203 frac:0.362796 phase:post_early layer:9 looped:0 grad_norm:5.16313050e-02 param_norm:1.40402652e+02 grad_param_ratio:3.67737392e-04
bump_layer_stats step:2203 frac:0.362796 phase:post_early layer:10 looped:0 grad_norm:7.07810979e-02 param_norm:1.36752042e+02 grad_param_ratio:5.17587138e-04
bump_probe step:2204 frac:0.363046 phase:post_early loop_active:1 loss:2.63407262 bpb:1.21196405 eval_time:157ms
bump_counterfactual step:2204 frac:0.363046 phase:post_early p_loop:1.000000 policy_loss:2.63407262 policy_bpb:1.21196405 loop_off_loss:2.65960457 loop_off_bpb:1.22371156 loop_on_loss:2.63407262 loop_on_bpb:1.21196405 delta_loss:-0.02553195 delta_bpb:-0.01174751
bump_layer_stats step:2204 frac:0.363046 phase:post_early layer:0 looped:0 grad_norm:6.03430908e-02 param_norm:1.35234528e+02 grad_param_ratio:4.46210680e-04
bump_layer_stats step:2204 frac:0.363046 phase:post_early layer:1 looped:0 grad_norm:5.27295459e-02 param_norm:1.35178422e+02 grad_param_ratio:3.90073689e-04
bump_layer_stats step:2204 frac:0.363046 phase:post_early layer:2 looped:0 grad_norm:4.68123006e-02 param_norm:1.37863966e+02 grad_param_ratio:3.39554285e-04
bump_layer_stats step:2204 frac:0.363046 phase:post_early layer:3 looped:1 grad_norm:4.48381188e-02 param_norm:1.35150356e+02 grad_param_ratio:3.31764710e-04
bump_layer_stats step:2204 frac:0.363046 phase:post_early layer:4 looped:1 grad_norm:4.93496392e-02 param_norm:1.36525946e+02 grad_param_ratio:3.61467110e-04
bump_layer_stats step:2204 frac:0.363046 phase:post_early layer:5 looped:1 grad_norm:4.00243541e-02 param_norm:1.36636020e+02 grad_param_ratio:2.92926816e-04
bump_layer_stats step:2204 frac:0.363046 phase:post_early layer:6 looped:0 grad_norm:5.06013519e-02 param_norm:1.38267497e+02 grad_param_ratio:3.65967078e-04
bump_layer_stats step:2204 frac:0.363046 phase:post_early layer:7 looped:0 grad_norm:4.78807518e-02 param_norm:1.38937446e+02 grad_param_ratio:3.44620929e-04
bump_layer_stats step:2204 frac:0.363046 phase:post_early layer:8 looped:0 grad_norm:4.61326294e-02 param_norm:1.41067592e+02 grad_param_ratio:3.27025002e-04
bump_layer_stats step:2204 frac:0.363046 phase:post_early layer:9 looped:0 grad_norm:5.49428564e-02 param_norm:1.40386462e+02 grad_param_ratio:3.91368623e-04
bump_layer_stats step:2204 frac:0.363046 phase:post_early layer:10 looped:0 grad_norm:7.39330346e-02 param_norm:1.36747845e+02 grad_param_ratio:5.40652284e-04
bump_probe step:2205 frac:0.363294 phase:post_early loop_active:1 loss:2.62556022 bpb:1.20804741 eval_time:158ms
bump_counterfactual step:2205 frac:0.363294 phase:post_early p_loop:1.000000 policy_loss:2.62556022 policy_bpb:1.20804741 loop_off_loss:2.65673880 loop_off_bpb:1.22239299 loop_on_loss:2.62556022 loop_on_bpb:1.20804741 delta_loss:-0.03117858 delta_bpb:-0.01434559
bump_layer_stats step:2205 frac:0.363294 phase:post_early layer:0 looped:0 grad_norm:5.78168383e-02 param_norm:1.35182324e+02 grad_param_ratio:4.27695255e-04
bump_layer_stats step:2205 frac:0.363294 phase:post_early layer:1 looped:0 grad_norm:5.29968013e-02 param_norm:1.35113301e+02 grad_param_ratio:3.92239704e-04
bump_layer_stats step:2205 frac:0.363294 phase:post_early layer:2 looped:0 grad_norm:4.80606228e-02 param_norm:1.37823145e+02 grad_param_ratio:3.48712278e-04
bump_layer_stats step:2205 frac:0.363294 phase:post_early layer:3 looped:1 grad_norm:4.66748805e-02 param_norm:1.35146441e+02 grad_param_ratio:3.45365220e-04
bump_layer_stats step:2205 frac:0.363294 phase:post_early layer:4 looped:1 grad_norm:5.02372499e-02 param_norm:1.36500434e+02 grad_param_ratio:3.68037291e-04
bump_layer_stats step:2205 frac:0.363294 phase:post_early layer:5 looped:1 grad_norm:4.14703544e-02 param_norm:1.36720236e+02 grad_param_ratio:3.03322724e-04
bump_layer_stats step:2205 frac:0.363294 phase:post_early layer:6 looped:0 grad_norm:4.84962280e-02 param_norm:1.38242047e+02 grad_param_ratio:3.50806640e-04
bump_layer_stats step:2205 frac:0.363294 phase:post_early layer:7 looped:0 grad_norm:4.60545054e-02 param_norm:1.38870022e+02 grad_param_ratio:3.31637490e-04
bump_layer_stats step:2205 frac:0.363294 phase:post_early layer:8 looped:0 grad_norm:4.60474710e-02 param_norm:1.41045935e+02 grad_param_ratio:3.26471450e-04
bump_layer_stats step:2205 frac:0.363294 phase:post_early layer:9 looped:0 grad_norm:4.54141493e-02 param_norm:1.40352893e+02 grad_param_ratio:3.23571166e-04
bump_layer_stats step:2205 frac:0.363294 phase:post_early layer:10 looped:0 grad_norm:7.08300992e-02 param_norm:1.36734146e+02 grad_param_ratio:5.18013250e-04
bump_probe step:2206 frac:0.363541 phase:post_early loop_active:1 loss:2.62051488 bpb:1.20572600 eval_time:157ms
bump_counterfactual step:2206 frac:0.363541 phase:post_early p_loop:1.000000 policy_loss:2.62051488 policy_bpb:1.20572600 loop_off_loss:2.66112590 loop_off_bpb:1.22441155 loop_on_loss:2.62051488 loop_on_bpb:1.20572600 delta_loss:-0.04061102 delta_bpb:-0.01868555
bump_layer_stats step:2206 frac:0.363541 phase:post_early layer:0 looped:0 grad_norm:5.33474667e-02 param_norm:1.35146156e+02 grad_param_ratio:3.94739061e-04
bump_layer_stats step:2206 frac:0.363541 phase:post_early layer:1 looped:0 grad_norm:4.89506253e-02 param_norm:1.35059345e+02 grad_param_ratio:3.62437900e-04
bump_layer_stats step:2206 frac:0.363541 phase:post_early layer:2 looped:0 grad_norm:4.72480742e-02 param_norm:1.37792519e+02 grad_param_ratio:3.42892885e-04
bump_layer_stats step:2206 frac:0.363541 phase:post_early layer:3 looped:1 grad_norm:4.59495471e-02 param_norm:1.35149327e+02 grad_param_ratio:3.39990944e-04
bump_layer_stats step:2206 frac:0.363541 phase:post_early layer:4 looped:1 grad_norm:4.81970294e-02 param_norm:1.36479852e+02 grad_param_ratio:3.53143916e-04
bump_layer_stats step:2206 frac:0.363541 phase:post_early layer:5 looped:1 grad_norm:4.03086451e-02 param_norm:1.36798825e+02 grad_param_ratio:2.94656369e-04
bump_layer_stats step:2206 frac:0.363541 phase:post_early layer:6 looped:0 grad_norm:4.79225010e-02 param_norm:1.38219739e+02 grad_param_ratio:3.46712425e-04
bump_layer_stats step:2206 frac:0.363541 phase:post_early layer:7 looped:0 grad_norm:4.51129073e-02 param_norm:1.38818934e+02 grad_param_ratio:3.24976614e-04
bump_layer_stats step:2206 frac:0.363541 phase:post_early layer:8 looped:0 grad_norm:4.46479522e-02 param_norm:1.41022474e+02 grad_param_ratio:3.16601679e-04
bump_layer_stats step:2206 frac:0.363541 phase:post_early layer:9 looped:0 grad_norm:4.66997703e-02 param_norm:1.40338815e+02 grad_param_ratio:3.32764462e-04
bump_layer_stats step:2206 frac:0.363541 phase:post_early layer:10 looped:0 grad_norm:7.11327759e-02 param_norm:1.36722178e+02 grad_param_ratio:5.20272402e-04
bump_probe step:2207 frac:0.363792 phase:post_early loop_active:1 loss:2.61243528 bpb:1.20200849 eval_time:157ms
bump_counterfactual step:2207 frac:0.363792 phase:post_early p_loop:1.000000 policy_loss:2.61243528 policy_bpb:1.20200849 loop_off_loss:2.65529170 loop_off_bpb:1.22172717 loop_on_loss:2.61243528 loop_on_bpb:1.20200849 delta_loss:-0.04285642 delta_bpb:-0.01971868
bump_layer_stats step:2207 frac:0.363792 phase:post_early layer:0 looped:0 grad_norm:5.20317174e-02 param_norm:1.35108038e+02 grad_param_ratio:3.85111932e-04
bump_layer_stats step:2207 frac:0.363792 phase:post_early layer:1 looped:0 grad_norm:4.72097573e-02 param_norm:1.35002904e+02 grad_param_ratio:3.49694383e-04
bump_layer_stats step:2207 frac:0.363792 phase:post_early layer:2 looped:0 grad_norm:4.65730046e-02 param_norm:1.37764439e+02 grad_param_ratio:3.38062600e-04
bump_layer_stats step:2207 frac:0.363792 phase:post_early layer:3 looped:1 grad_norm:4.28826909e-02 param_norm:1.35153846e+02 grad_param_ratio:3.17287980e-04
bump_layer_stats step:2207 frac:0.363792 phase:post_early layer:4 looped:1 grad_norm:4.38426993e-02 param_norm:1.36461847e+02 grad_param_ratio:3.21281736e-04
bump_layer_stats step:2207 frac:0.363792 phase:post_early layer:5 looped:1 grad_norm:3.66983486e-02 param_norm:1.36878166e+02 grad_param_ratio:2.68109588e-04
bump_layer_stats step:2207 frac:0.363792 phase:post_early layer:6 looped:0 grad_norm:4.39360442e-02 param_norm:1.38198414e+02 grad_param_ratio:3.17920031e-04
bump_layer_stats step:2207 frac:0.363792 phase:post_early layer:7 looped:0 grad_norm:4.26744314e-02 param_norm:1.38774976e+02 grad_param_ratio:3.07508116e-04
bump_layer_stats step:2207 frac:0.363792 phase:post_early layer:8 looped:0 grad_norm:4.56533583e-02 param_norm:1.41015775e+02 grad_param_ratio:3.23746462e-04
bump_layer_stats step:2207 frac:0.363792 phase:post_early layer:9 looped:0 grad_norm:4.04989460e-02 param_norm:1.40316422e+02 grad_param_ratio:2.88625846e-04
bump_layer_stats step:2207 frac:0.363792 phase:post_early layer:10 looped:0 grad_norm:7.32867126e-02 param_norm:1.36703085e+02 grad_param_ratio:5.36101379e-04
bump_probe step:2208 frac:0.364042 phase:post_early loop_active:1 loss:2.60994060 bpb:1.20086066 eval_time:158ms
bump_counterfactual step:2208 frac:0.364042 phase:post_early p_loop:1.000000 policy_loss:2.60994060 policy_bpb:1.20086066 loop_off_loss:2.65347180 loop_off_bpb:1.22088981 loop_on_loss:2.60994060 loop_on_bpb:1.20086066 delta_loss:-0.04353120 delta_bpb:-0.02002915
bump_layer_stats step:2208 frac:0.364042 phase:post_early layer:0 looped:0 grad_norm:5.03349681e-02 param_norm:1.35072372e+02 grad_param_ratio:3.72651841e-04
bump_layer_stats step:2208 frac:0.364042 phase:post_early layer:1 looped:0 grad_norm:4.50431254e-02 param_norm:1.34942618e+02 grad_param_ratio:3.33794661e-04
bump_layer_stats step:2208 frac:0.364042 phase:post_early layer:2 looped:0 grad_norm:4.32790448e-02 param_norm:1.37727341e+02 grad_param_ratio:3.14237134e-04
bump_layer_stats step:2208 frac:0.364042 phase:post_early layer:3 looped:1 grad_norm:4.31726794e-02 param_norm:1.35156593e+02 grad_param_ratio:3.19427105e-04
bump_layer_stats step:2208 frac:0.364042 phase:post_early layer:4 looped:1 grad_norm:4.49867254e-02 param_norm:1.36440546e+02 grad_param_ratio:3.29716691e-04
bump_layer_stats step:2208 frac:0.364042 phase:post_early layer:5 looped:1 grad_norm:3.65358507e-02 param_norm:1.36950313e+02 grad_param_ratio:2.66781797e-04
bump_layer_stats step:2208 frac:0.364042 phase:post_early layer:6 looped:0 grad_norm:4.11958771e-02 param_norm:1.38169935e+02 grad_param_ratio:2.98153698e-04
bump_layer_stats step:2208 frac:0.364042 phase:post_early layer:7 looped:0 grad_norm:3.95388534e-02 param_norm:1.38728336e+02 grad_param_ratio:2.85009209e-04
bump_layer_stats step:2208 frac:0.364042 phase:post_early layer:8 looped:0 grad_norm:3.90571469e-02 param_norm:1.40999233e+02 grad_param_ratio:2.77002549e-04
bump_layer_stats step:2208 frac:0.364042 phase:post_early layer:9 looped:0 grad_norm:3.93447729e-02 param_norm:1.40302563e+02 grad_param_ratio:2.80428042e-04
bump_layer_stats step:2208 frac:0.364042 phase:post_early layer:10 looped:0 grad_norm:6.24791368e-02 param_norm:1.36689915e+02 grad_param_ratio:4.57086661e-04
bump_probe step:2209 frac:0.364291 phase:post_early loop_active:1 loss:2.60393362 bpb:1.19809679 eval_time:157ms
bump_counterfactual step:2209 frac:0.364291 phase:post_early p_loop:1.000000 policy_loss:2.60393362 policy_bpb:1.19809679 loop_off_loss:2.65303415 loop_off_bpb:1.22068845 loop_on_loss:2.60393362 loop_on_bpb:1.19809679 delta_loss:-0.04910053 delta_bpb:-0.02259166
bump_layer_stats step:2209 frac:0.364291 phase:post_early layer:0 looped:0 grad_norm:5.62067655e-02 param_norm:1.35042609e+02 grad_param_ratio:4.16215045e-04
bump_layer_stats step:2209 frac:0.364291 phase:post_early layer:1 looped:0 grad_norm:5.23556157e-02 param_norm:1.34891549e+02 grad_param_ratio:3.88131177e-04
bump_layer_stats step:2209 frac:0.364291 phase:post_early layer:2 looped:0 grad_norm:5.01999883e-02 param_norm:1.37704130e+02 grad_param_ratio:3.64549619e-04
bump_layer_stats step:2209 frac:0.364291 phase:post_early layer:3 looped:1 grad_norm:4.72421396e-02 param_norm:1.35163530e+02 grad_param_ratio:3.49518390e-04
bump_layer_stats step:2209 frac:0.364291 phase:post_early layer:4 looped:1 grad_norm:4.85471687e-02 param_norm:1.36419334e+02 grad_param_ratio:3.55867218e-04
bump_layer_stats step:2209 frac:0.364291 phase:post_early layer:5 looped:1 grad_norm:3.98988196e-02 param_norm:1.37023743e+02 grad_param_ratio:2.91181796e-04
bump_layer_stats step:2209 frac:0.364291 phase:post_early layer:6 looped:0 grad_norm:4.62534063e-02 param_norm:1.38152466e+02 grad_param_ratio:3.34799716e-04
bump_layer_stats step:2209 frac:0.364291 phase:post_early layer:7 looped:0 grad_norm:4.57426596e-02 param_norm:1.38701491e+02 grad_param_ratio:3.29792125e-04
bump_layer_stats step:2209 frac:0.364291 phase:post_early layer:8 looped:0 grad_norm:4.73714033e-02 param_norm:1.40999679e+02 grad_param_ratio:3.35968164e-04
bump_layer_stats step:2209 frac:0.364291 phase:post_early layer:9 looped:0 grad_norm:4.55682218e-02 param_norm:1.40290741e+02 grad_param_ratio:3.24812753e-04
bump_layer_stats step:2209 frac:0.364291 phase:post_early layer:10 looped:0 grad_norm:8.00513836e-02 param_norm:1.36669043e+02 grad_param_ratio:5.85731649e-04
bump_probe step:2210 frac:0.364539 phase:post_early loop_active:1 loss:2.60350693 bpb:1.19790046 eval_time:157ms
bump_counterfactual step:2210 frac:0.364539 phase:post_early p_loop:1.000000 policy_loss:2.60350693 policy_bpb:1.19790046 loop_off_loss:2.64794168 loop_off_bpb:1.21834535 loop_on_loss:2.60350693 loop_on_bpb:1.19790046 delta_loss:-0.04443475 delta_bpb:-0.02044489
bump_layer_stats step:2210 frac:0.364539 phase:post_early layer:0 looped:0 grad_norm:6.05610515e-02 param_norm:1.35010584e+02 grad_param_ratio:4.48565214e-04
bump_layer_stats step:2210 frac:0.364539 phase:post_early layer:1 looped:0 grad_norm:5.44025781e-02 param_norm:1.34830207e+02 grad_param_ratio:4.03489540e-04
bump_layer_stats step:2210 frac:0.364539 phase:post_early layer:2 looped:0 grad_norm:5.13043056e-02 param_norm:1.37660731e+02 grad_param_ratio:3.72686571e-04
bump_layer_stats step:2210 frac:0.364539 phase:post_early layer:3 looped:1 grad_norm:5.02605103e-02 param_norm:1.35154776e+02 grad_param_ratio:3.71873726e-04
bump_layer_stats step:2210 frac:0.364539 phase:post_early layer:4 looped:1 grad_norm:4.91873792e-02 param_norm:1.36390665e+02 grad_param_ratio:3.60635965e-04
bump_layer_stats step:2210 frac:0.364539 phase:post_early layer:5 looped:1 grad_norm:3.92491023e-02 param_norm:1.37079370e+02 grad_param_ratio:2.86323918e-04
bump_layer_stats step:2210 frac:0.364539 phase:post_early layer:6 looped:0 grad_norm:4.52569873e-02 param_norm:1.38119931e+02 grad_param_ratio:3.27664421e-04
bump_layer_stats step:2210 frac:0.364539 phase:post_early layer:7 looped:0 grad_norm:4.40944943e-02 param_norm:1.38662045e+02 grad_param_ratio:3.17999740e-04
bump_layer_stats step:2210 frac:0.364539 phase:post_early layer:8 looped:0 grad_norm:4.45997481e-02 param_norm:1.40983494e+02 grad_param_ratio:3.16347302e-04
bump_layer_stats step:2210 frac:0.364539 phase:post_early layer:9 looped:0 grad_norm:4.25370007e-02 param_norm:1.40276776e+02 grad_param_ratio:3.03236230e-04
bump_layer_stats step:2210 frac:0.364539 phase:post_early layer:10 looped:0 grad_norm:7.49218306e-02 param_norm:1.36654102e+02 grad_param_ratio:5.48258923e-04
bump_probe step:2211 frac:0.364793 phase:post_early loop_active:1 loss:2.59905384 bpb:1.19585155 eval_time:157ms
